PLAYER_NAME,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Cordarrelle Patterson,14.285714285714286,22.22222222222222,0.0,,,,,,,,,,,,,,
Dak Prescott,55.55555555555556,40.0,30.0,,,,,,,,,,,,,,
Russell Wilson,16.666666666666668,22.22222222222222,20.0,,,,,,,,,,,,,,
Dallas Goedert,22.22222222222222,11.11111111111111,77.77777777777777,,,,,,,,,,,,,,
Melvin Gordon,20.0,11.11111111111111,14.285714285714286,,,,,,,,,,,,,,
DeVonta Smith,11.11111111111111,70.0,0.0,,,,,,,,,,,,,,
Hunter Renfrow,55.55555555555556,80.0,20.0,,,,,,,,,,,,,,
Rhamondre Stevenson,50.0,0.0,0.0,,,,,,,,,,,,,,
Drake London,11.11111111111111,20.0,0.0,,,,,,,,,,,,,,
Brandon Aiyuk,0.0,10.0,20.0,,,,,,,,,,,,,,
Tyler Lockett,28.571428571428573,50.0,10.0,,,,,,,,,,,,,,
Zach Ertz,44.44444444444444,0.0,37.5,,,,,,,,,,,,,,
Ken Walker,60.0,50.0,16.666666666666668,,,,,,,,,,,,,,
Christian Kirk,0.0,0.0,20.0,,,,,,,,,,,,,,
Matthew Stafford,66.66666666666667,0.0,0.0,,,,,,,,,,,,,,
Trey Lance,30.0,30.0,40.0,,,,,,,,,,,,,,
Allen Lazard,100.0,10.0,10.0,,,,,,,,,,,,,,
Aaron Rodgers,42.85714285714285,0.0,11.11111111111111,,,,,,,,,,,,,,
