PLAYER_NAME,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Tee Higgins,44.44444444444444,50.0,50.0,22.22222222222222,30.0,22.22222222222222,20.0,33.333333333333336,60.0,20.0,50.0,14.285714285714286,33.333333333333336,22.22222222222222,40.0,50.0,60.0,50.0
Michael Pittman,50.0,0.0,33.333333333333336,33.333333333333336,50.0,42.85714285714285,55.55555555555556,40.0,60.0,0.0,40.0,50.0,50.0,28.571428571428573,14.285714285714286,40.0,22.22222222222222,22.22222222222222
A.J. Brown,37.5,40.0,60.0,33.333333333333336,14.285714285714286,22.22222222222222,37.5,22.22222222222222,42.85714285714285,33.333333333333336,20.0,20.0,22.22222222222222,42.85714285714285,11.11111111111111,60.0,40.0,50.0
D.J. Moore,55.55555555555556,11.11111111111111,50.0,33.333333333333336,14.285714285714286,37.5,70.0,60.0,37.5,50.0,25.0,33.333333333333336,0.0,100.0,0.0,62.5,14.285714285714286,25.0
James Conner,40.0,0.0,25.0,50.0,40.0,0.0,10.0,20.0,30.0,66.66666666666667,30.0,0.0,25.0,11.11111111111111,40.0,40.0,20.0,0.0
Ezekiel Elliott,30.0,25.0,55.55555555555556,20.0,50.0,90.0,70.0,30.0,0.0,0.0,0.0,30.0,0.0,25.0,66.66666666666667,40.0,44.44444444444444,50.0
Diontae Johnson,70.0,44.44444444444444,0.0,11.11111111111111,60.0,20.0,0.0,37.5,30.0,40.0,12.5,30.0,0.0,20.0,50.0,10.0,60.0,50.0
Josh Allen,33.333333333333336,0.0,0.0,42.85714285714285,60.0,20.0,75.0,0.0,0.0,33.333333333333336,0.0,20.0,22.22222222222222,55.55555555555556,30.0,33.333333333333336,60.0,16.666666666666668
Kyle Pitts,0.0,42.85714285714285,40.0,100.0,30.0,0.0,25.0,50.0,42.85714285714285,20.0,40.0,40.0,40.0,10.0,50.0,50.0,30.0,40.0
David Montgomery,71.42857142857143,14.285714285714286,30.0,20.0,0.0,0.0,40.0,30.0,55.55555555555556,40.0,60.0,20.0,0.0,40.0,33.333333333333336,10.0,60.0,22.22222222222222
Jaylen Waddle,44.44444444444444,0.0,66.66666666666667,50.0,10.0,0.0,0.0,10.0,25.0,20.0,42.85714285714285,16.666666666666668,0.0,0.0,40.0,44.44444444444444,60.0,85.71428571428571
Travis Etienne,0.0,66.66666666666667,0.0,50.0,14.285714285714286,100.0,33.333333333333336,40.0,33.333333333333336,40.0,66.66666666666667,20.0,14.285714285714286,50.0,60.0,37.5,60.0,60.0
Cam Akers,12.5,22.22222222222222,40.0,0.0,50.0,0.0,50.0,0.0,0.0,30.0,50.0,25.0,30.0,0.0,30.0,12.5,10.0,30.0
Breece Hall,50.0,33.333333333333336,37.5,12.5,50.0,50.0,60.0,40.0,40.0,40.0,33.333333333333336,22.22222222222222,40.0,50.0,40.0,75.0,80.0,40.0
Terry McLaurin,50.0,100.0,60.0,20.0,70.0,12.5,60.0,70.0,60.0,60.0,70.0,16.666666666666668,60.0,55.55555555555556,70.0,60.0,80.0,0.0
Brandin Cooks,20.0,20.0,44.44444444444444,22.22222222222222,0.0,22.22222222222222,80.0,60.0,22.22222222222222,16.666666666666668,40.0,11.11111111111111,12.5,30.0,0.0,57.142857142857146,40.0,50.0
Justin Herbert,66.66666666666667,14.285714285714286,20.0,60.0,40.0,33.333333333333336,50.0,50.0,11.11111111111111,30.0,62.5,42.85714285714285,100.0,50.0,40.0,60.0,50.0,30.0
Mike Williams,20.0,16.666666666666668,55.55555555555556,40.0,50.0,0.0,20.0,40.0,10.0,0.0,20.0,0.0,10.0,50.0,22.22222222222222,50.0,60.0,30.0
Courtland Sutton,50.0,11.11111111111111,30.0,28.571428571428573,85.71428571428571,44.44444444444444,60.0,30.0,55.55555555555556,55.55555555555556,10.0,14.285714285714286,22.22222222222222,0.0,0.0,20.0,60.0,28.571428571428573
Antonio Gibson,90.0,33.333333333333336,40.0,44.44444444444444,50.0,16.666666666666668,77.77777777777777,50.0,33.333333333333336,50.0,0.0,28.571428571428573,0.0,10.0,70.0,0.0,10.0,10.0
Patrick Mahomes,0.0,33.333333333333336,0.0,22.22222222222222,33.333333333333336,11.11111111111111,100.0,40.0,57.142857142857146,62.5,62.5,50.0,33.333333333333336,0.0,44.44444444444444,50.0,50.0,0.0
DK Metcalf,50.0,10.0,40.0,57.142857142857146,55.55555555555556,37.5,30.0,30.0,60.0,60.0,0.0,12.5,50.0,37.5,25.0,77.77777777777777,40.0,70.0
Lamar Jackson,50.0,66.66666666666667,0.0,40.0,25.0,33.333333333333336,33.333333333333336,50.0,12.5,50.0,55.55555555555556,50.0,10.0,20.0,20.0,10.0,10.0,40.0
George Kittle,0.0,33.333333333333336,40.0,30.0,12.5,16.666666666666668,77.77777777777777,10.0,42.85714285714285,55.55555555555556,50.0,10.0,44.44444444444444,30.0,60.0,80.0,60.0,20.0
Darren Waller,57.142857142857146,25.0,33.333333333333336,22.22222222222222,20.0,11.11111111111111,10.0,0.0,10.0,12.5,0.0,40.0,0.0,10.0,20.0,40.0,50.0,11.11111111111111
Josh Jacobs,60.0,66.66666666666667,28.571428571428573,50.0,60.0,57.142857142857146,50.0,40.0,33.333333333333336,42.85714285714285,66.66666666666667,25.0,0.0,0.0,0.0,22.22222222222222,66.66666666666667,75.0
Allen Robinson,25.0,33.333333333333336,66.66666666666667,57.142857142857146,44.44444444444444,28.571428571428573,0.0,10.0,20.0,90.0,10.0,11.11111111111111,60.0,0.0,30.0,75.0,50.0,0.0
J.K. Dobbins,14.285714285714286,22.22222222222222,77.77777777777777,33.333333333333336,40.0,10.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,30.0,44.44444444444444,10.0,20.0,40.0
Elijah Mitchell,30.0,40.0,30.0,30.0,20.0,12.5,33.333333333333336,30.0,0.0,40.0,50.0,30.0,71.42857142857143,0.0,0.0,25.0,11.11111111111111,20.0
Marquise Brown,40.0,40.0,42.85714285714285,85.71428571428571,20.0,10.0,80.0,50.0,0.0,11.11111111111111,0.0,20.0,42.85714285714285,30.0,0.0,10.0,60.0,0.0
A.J. Dillon,33.333333333333336,20.0,0.0,33.333333333333336,66.66666666666667,0.0,40.0,50.0,28.571428571428573,50.0,0.0,50.0,0.0,0.0,12.5,0.0,0.0,100.0
Amari Cooper,60.0,37.5,57.142857142857146,50.0,0.0,37.5,44.44444444444444,55.55555555555556,30.0,50.0,50.0,71.42857142857143,20.0,70.0,40.0,20.0,33.333333333333336,40.0
Jerry Jeudy,71.42857142857143,33.333333333333336,60.0,55.55555555555556,55.55555555555556,33.333333333333336,60.0,50.0,44.44444444444444,33.333333333333336,0.0,0.0,10.0,0.0,0.0,77.77777777777777,14.285714285714286,30.0
Darnell Mooney,71.42857142857143,40.0,30.0,30.0,33.333333333333336,25.0,0.0,28.571428571428573,100.0,30.0,33.333333333333336,20.0,100.0,50.0,12.5,50.0,100.0,100.0
Rashod Bateman,25.0,50.0,22.22222222222222,22.22222222222222,0.0,0.0,0.0,44.44444444444444,0.0,0.0,25.0,22.22222222222222,50.0,50.0,66.66666666666667,0.0,0.0,0.0
Dalton Schultz,0.0,0.0,11.11111111111111,20.0,30.0,10.0,10.0,0.0,0.0,14.285714285714286,100.0,0.0,60.0,44.44444444444444,50.0,20.0,25.0,50.0
Kyler Murray,42.85714285714285,16.666666666666668,37.5,16.666666666666668,25.0,0.0,33.333333333333336,30.0,50.0,10.0,50.0,0.0,0.0,22.22222222222222,10.0,40.0,70.0,70.0
Chris Godwin,14.285714285714286,20.0,10.0,33.333333333333336,20.0,12.5,33.333333333333336,30.0,25.0,50.0,20.0,0.0,25.0,50.0,60.0,60.0,0.0,40.0
Michael Thomas,0.0,50.0,10.0,30.0,0.0,22.22222222222222,30.0,33.333333333333336,40.0,25.0,50.0,42.85714285714285,30.0,28.571428571428573,60.0,28.571428571428573,33.333333333333336,0.0
Amon-Ra St. Brown,12.5,0.0,25.0,33.333333333333336,50.0,40.0,30.0,40.0,44.44444444444444,62.5,40.0,25.0,42.85714285714285,60.0,44.44444444444444,40.0,10.0,66.66666666666667
Jalen Hurts,57.142857142857146,0.0,0.0,25.0,37.5,0.0,33.333333333333336,33.333333333333336,0.0,33.333333333333336,0.0,30.0,0.0,22.22222222222222,12.5,42.85714285714285,10.0,25.0
JuJu Smith-Schuster,22.22222222222222,14.285714285714286,16.666666666666668,60.0,16.666666666666668,50.0,25.0,28.571428571428573,50.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,10.0,50.0,0.0
Miles Sanders,50.0,55.55555555555556,20.0,28.571428571428573,30.0,66.66666666666667,42.85714285714285,70.0,25.0,40.0,66.66666666666667,20.0,83.33333333333333,40.0,40.0,40.0,50.0,40.0
Chase Edmonds,16.666666666666668,25.0,30.0,40.0,25.0,33.333333333333336,0.0,42.85714285714285,44.44444444444444,40.0,12.5,20.0,100.0,0.0,100.0,28.571428571428573,16.666666666666668,80.0
Clyde Edwards-Helaire,11.11111111111111,44.44444444444444,10.0,25.0,40.0,0.0,0.0,25.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kareem Hunt,60.0,44.44444444444444,33.333333333333336,50.0,40.0,50.0,100.0,33.333333333333336,50.0,20.0,57.142857142857146,40.0,20.0,30.0,20.0,28.571428571428573,16.666666666666668,28.571428571428573
Elijah Moore,50.0,75.0,50.0,40.0,30.0,0.0,0.0,30.0,30.0,40.0,40.0,50.0,30.0,33.333333333333336,10.0,42.85714285714285,25.0,28.571428571428573
T.J. Hockenson,33.333333333333336,0.0,22.22222222222222,22.22222222222222,33.333333333333336,0.0,83.33333333333333,0.0,0.0,50.0,40.0,0.0,0.0,10.0,0.0,0.0,57.142857142857146,40.0
Damien Harris,44.44444444444444,30.0,10.0,33.333333333333336,40.0,10.0,30.0,60.0,55.55555555555556,0.0,60.0,0.0,0.0,25.0,0.0,10.0,0.0,25.0
Adam Thielen,40.0,14.285714285714286,70.0,44.44444444444444,33.333333333333336,20.0,0.0,60.0,30.0,42.85714285714285,44.44444444444444,40.0,33.333333333333336,20.0,0.0,50.0,40.0,71.42857142857143
Joe Burrow,44.44444444444444,30.0,10.0,60.0,22.22222222222222,25.0,50.0,20.0,40.0,0.0,28.571428571428573,22.22222222222222,50.0,0.0,55.55555555555556,66.66666666666667,80.0,0.0
Tony Pollard,25.0,0.0,0.0,20.0,60.0,22.22222222222222,30.0,11.11111111111111,37.5,50.0,20.0,25.0,85.71428571428571,40.0,55.55555555555556,22.22222222222222,20.0,50.0
Gabriel Davis,25.0,10.0,28.571428571428573,0.0,25.0,75.0,0.0,62.5,28.571428571428573,0.0,33.333333333333336,22.22222222222222,40.0,25.0,85.71428571428571,10.0,30.0,50.0
Rashaad Penny,40.0,28.571428571428573,12.5,50.0,33.333333333333336,30.0,50.0,66.66666666666667,33.333333333333336,20.0,0.0,20.0,50.0,42.85714285714285,0.0,0.0,50.0,0.0
Devin Singletary,60.0,40.0,22.22222222222222,44.44444444444444,0.0,0.0,20.0,50.0,20.0,22.22222222222222,44.44444444444444,30.0,83.33333333333333,30.0,16.666666666666668,50.0,80.0,30.0
Tom Brady,33.333333333333336,33.333333333333336,30.0,33.333333333333336,50.0,0.0,40.0,40.0,50.0,42.85714285714285,20.0,40.0,60.0,28.571428571428573,0.0,50.0,66.66666666666667,40.0
Cordarrelle Patterson,42.85714285714285,55.55555555555556,57.142857142857146,0.0,0.0,10.0,0.0,25.0,50.0,30.0,80.0,66.66666666666667,25.0,66.66666666666667,20.0,50.0,50.0,22.22222222222222
Dak Prescott,33.333333333333336,20.0,30.0,40.0,0.0,33.333333333333336,10.0,50.0,66.66666666666667,37.5,75.0,0.0,10.0,50.0,10.0,0.0,40.0,40.0
Russell Wilson,33.333333333333336,55.55555555555556,10.0,60.0,50.0,66.66666666666667,20.0,0.0,60.0,33.333333333333336,50.0,100.0,30.0,30.0,0.0,80.0,10.0,50.0
Dallas Goedert,33.333333333333336,33.333333333333336,11.11111111111111,100.0,33.333333333333336,33.333333333333336,80.0,12.5,44.44444444444444,12.5,0.0,0.0,25.0,50.0,33.333333333333336,0.0,60.0,62.5
Melvin Gordon,20.0,33.333333333333336,14.285714285714286,30.0,22.22222222222222,14.285714285714286,25.0,28.571428571428573,60.0,20.0,42.85714285714285,66.66666666666667,100.0,100.0,50.0,0.0,0.0,0.0
DeVonta Smith,33.333333333333336,30.0,14.285714285714286,20.0,28.571428571428573,0.0,70.0,40.0,33.333333333333336,22.22222222222222,60.0,30.0,0.0,0.0,30.0,25.0,33.333333333333336,70.0
Hunter Renfrow,44.44444444444444,10.0,50.0,40.0,55.55555555555556,0.0,40.0,10.0,30.0,33.333333333333336,33.333333333333336,50.0,25.0,66.66666666666667,33.333333333333336,10.0,0.0,0.0
Rhamondre Stevenson,10.0,20.0,100.0,37.5,75.0,50.0,40.0,33.333333333333336,22.22222222222222,14.285714285714286,77.77777777777777,25.0,60.0,33.333333333333336,37.5,40.0,50.0,40.0
Drake London,55.55555555555556,40.0,50.0,40.0,20.0,55.55555555555556,50.0,42.85714285714285,50.0,40.0,40.0,0.0,20.0,40.0,20.0,20.0,30.0,70.0
Brandon Aiyuk,40.0,10.0,60.0,60.0,0.0,33.333333333333336,44.44444444444444,55.55555555555556,42.85714285714285,60.0,40.0,0.0,50.0,70.0,20.0,40.0,40.0,33.333333333333336
Tyler Lockett,14.285714285714286,20.0,60.0,10.0,20.0,22.22222222222222,44.44444444444444,16.666666666666668,90.0,62.5,44.44444444444444,50.0,28.571428571428573,66.66666666666667,70.0,20.0,10.0,20.0
Zach Ertz,11.11111111111111,20.0,25.0,0.0,30.0,33.333333333333336,30.0,33.333333333333336,33.333333333333336,37.5,10.0,20.0,0.0,28.571428571428573,50.0,75.0,0.0,100.0
Ken Walker,30.0,50.0,33.333333333333336,42.85714285714285,77.77777777777777,30.0,70.0,30.0,16.666666666666668,55.55555555555556,11.11111111111111,50.0,12.5,30.0,25.0,70.0,40.0,0.0
Christian Kirk,30.0,28.571428571428573,40.0,62.5,25.0,30.0,44.44444444444444,0.0,33.333333333333336,44.44444444444444,33.333333333333336,55.55555555555556,40.0,33.333333333333336,44.44444444444444,22.22222222222222,40.0,28.571428571428573
Matthew Stafford,33.333333333333336,60.0,25.0,28.571428571428573,33.333333333333336,0.0,0.0,10.0,22.22222222222222,0.0,10.0,0.0,40.0,0.0,100.0,100.0,50.0,100.0
Trey Lance,30.0,60.0,20.0,40.0,20.0,40.0,0.0,10.0,80.0,25.0,0.0,44.44444444444444,50.0,40.0,30.0,20.0,100.0,50.0
Allen Lazard,0.0,50.0,20.0,37.5,60.0,28.571428571428573,33.333333333333336,10.0,30.0,30.0,0.0,20.0,20.0,33.333333333333336,11.11111111111111,55.55555555555556,60.0,60.0
Aaron Rodgers,28.571428571428573,62.5,77.77777777777777,30.0,50.0,0.0,20.0,50.0,40.0,50.0,50.0,33.333333333333336,40.0,20.0,37.5,20.0,44.44444444444444,20.0
